,date,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200
22,8/20/2003,209.25,209.25,209.25,209.25,,88.54739695,100,,,,1.337012457,,0.529280829,204.4365,200.2885209,208.5844791,4.057963374,205.769,205.769,0,0,,206,205.97,,
23,8/21/2003,210.11,210.11,210.11,210.11,,90.09654768,100,,,,1.546463363,,0.562352746,204.764,199.9618363,209.5661637,4.690437459,206.497,206.497,0,0,,206.84,206.4,,
24,8/22/2003,210.42,210.42,210.42,210.42,,90.59062852,100,,,,1.687529092,0.681826535,0.537117471,205.108,199.7520814,210.4639186,5.22253505,207.264,207.264,0,0,,207.43,206.555,,
25,8/25/2003,211.54,211.54,211.54,211.54,,92.12019358,100,,,,1.867833075,0.689704414,0.595405724,205.5205,199.5523898,211.4886102,5.80780036,208.061,208.061,0,0,207.115,208.585,207.115,207.85,
26,8/26/2003,211.22,211.22,211.22,211.22,,87.73203626,96.35949943,0.936342071,,,1.910812789,0.586147303,0.567865152,205.922,199.567148,212.276852,6.172096235,208.739,208.739,0,-3.640500569,207.115,208.875,207.115,207.995,
27,8/27/2003,209.81,209.81,209.81,209.81,,71.55736372,80.3185438,0.701700037,,,1.736679931,0.329611556,0.652078637,206.244,199.787207,212.700793,6.261314765,209.157,209.157,0,-19.6814562,207.115,209.055,207.115,208.085,
28,8/28/2003,206.52,206.52,206.52,206.52,,48.90220183,37.01380176,0,0.546014036,,1.20785524,-0.159370508,0.915870773,206.421,200.1401278,212.7018722,6.08549734,209.188,209.188,0,-62.98619824,207.115,209.03,207.115,208.0725,
29,8/29/2003,205.32,205.32,205.32,205.32,,43.49334286,12.3943662,0,0.233900012,,0.679091127,-0.550507697,0.944283696,206.5485,200.4689596,212.6280404,5.886792072,209.063,209.063,0,-87.6056338,207.115,208.43,207.115,207.7725,
30,9/1/2003,203.18,203.18,203.18,203.18,,35.87317887,0,0,0,0.25997135,0.058980354,-0.936494776,1.063855326,206.56,200.5069181,212.6130819,5.860846107,208.589,208.589,0,-100,207.115,207.36,207.115,207.2375,
31,9/2/2003,202.41,202.41,202.41,202.41,,33.5925917,0,0,0,0.077966671,-0.456750065,-1.161780156,1.034469794,206.546,200.455997,212.636003,5.896994331,207.978,207.978,0,-100,206.975,206.975,206.975,206.975,
32,9/3/2003,201.65,201.65,201.65,201.65,,31.46626699,0,0,0,0,-0.886471094,-1.273200948,1.007022814,206.4935,200.255477,212.731523,6.041858949,207.218,207.218,0,-100,206.595,206.595,206.595,206.595,
33,9/4/2003,202.45,202.45,202.45,202.45,,36.0546151,8.088978766,0.075647998,0.025215999,0.008405333,-1.072785112,-1.167611973,0.986320533,206.4745,200.1898187,212.7591813,6.087610137,206.452,206.452,0,-91.91102123,206.595,206.595,206.595,206.595,
34,9/5/2003,204.44,204.44,204.44,204.44,,45.77909733,28.21031345,0.23597533,0.103874443,0.043030147,-0.953995171,-0.839057625,1.086688479,206.559,200.4334701,212.6845299,5.931021989,205.854,205.854,0,-71.78968655,206.595,206.435,206.595,206.515,
35,9/8/2003,204.36,204.36,204.36,204.36,,45.47966675,27.40141557,0.231038624,0.180887317,0.10332592,-0.857202245,-0.593811759,0.986019632,206.5985,200.5407635,212.6562365,5.864259865,205.136,205.136,0,-72.59858443,206.595,205.73,206.595,206.1625,
36,9/10/2003,205.02,205.02,205.02,205.02,,48.47395994,34.07482305,0.280405473,0.249139809,0.17796719,-0.695784857,-0.345915497,0.953417668,206.6275,200.6059292,212.6490708,5.82843117,204.516,204.516,0,-65.92517695,206.595,204.085,206.595,205.34,
37,9/11/2003,206.11,206.11,206.11,206.11,,53.05911801,45.09605662,0.356000876,0.289148324,0.23972515,-0.445896667,-0.076821846,0.967075902,206.6515,200.6422096,212.6607904,5.815869123,204.146,204.146,0,-54.90394338,206.595,203.88,206.595,205.2375,
38,9/12/2003,207.54,207.54,207.54,207.54,,58.30164517,59.55510617,0.44243431,0.359613553,0.299300562,-0.103235779,0.212671234,1.013368311,206.718,200.7002941,212.7357059,5.822140186,204.248,204.248,0,-40.44489383,206.595,204.595,206.595,205.595,
39,9/15/2003,208,208,208,208,,59.85485094,66.35318704,0.504544492,0.434326559,0.361029479,0.187325719,0.402586186,0.95803148,206.7895,200.7465985,212.8324015,5.844495526,204.516,204.516,0,-33.64681296,206.595,204.825,206.595,205.71,
40,9/16/2003,208.32,208.32,208.32,208.32,,60.94470129,81.74019608,0.735286303,0.560755035,0.451565049,0.419137972,0.50751875,0.894228332,206.8095,200.749142,212.869858,5.860811996,205.03,205.03,0,-18.25980392,206.595,204.985,206.595,205.79,
41,9/17/2003,208.46,208.46,208.46,208.46,,61.43793956,100,1,0.746610265,0.580563953,0.584609702,0.538392385,0.818805499,206.8065,200.7494734,212.8635266,5.857675248,205.635,205.635,0,0,206.595,205.455,206.595,206.025,
42,9/18/2003,208.07,208.07,208.07,208.07,,59.19517161,94.27312775,0.925170411,0.886818905,0.731394735,0.64124177,0.476019562,0.775924949,206.7475,200.7642906,212.7307094,5.787938837,206.277,206.277,0,-5.726872247,206.595,206.41,206.595,206.5025,
43,9/19/2003,207.58,207.58,207.58,207.58,,56.40897315,87.07782673,0.83220935,0.919126587,0.850851919,0.610117231,0.355916018,0.747332454,206.621,200.8234043,212.4185957,5.611816523,206.79,206.79,0,-12.92217327,206.595,206.41,206.595,206.5025,
44,9/22/2003,207.43,207.43,207.43,207.43,,55.54705375,84.87518355,0.803451549,0.853610437,0.886518643,0.556867741,0.242133222,0.687599209,206.4715,200.9246873,212.0183127,5.372957225,207.089,207.089,0,-15.12481645,206.595,206.74,206.595,206.6675,
45,9/23/2003,207.41,207.41,207.41,207.41,,55.42544884,84.5814978,0.799394221,0.81168504,0.861474021,0.504081235,0.151477374,0.620839288,206.265,201.2019199,211.3280801,4.909296381,207.394,207.394,0,-15.4185022,206.595,207.285,206.595,206.94,
46,9/24/2003,206.58,206.58,206.58,206.58,,50.48584125,68.718802,0.568531761,0.72379251,0.796362662,0.362918189,0.008251462,0.641755359,206.033,201.5021144,210.5638856,4.398213456,207.55,207.55,0,-31.281198,206.595,207.52,206.595,207.0575,
47,9/25/2003,206.59,206.59,206.59,206.59,,50.54303088,54.3902439,0.317287729,0.561737904,0.699071818,0.257474152,-0.07775406,0.578579823,205.872,201.6726972,210.0713028,4.079527861,207.598,207.598,0,-45.6097561,206.595,207.52,206.595,207.0575,
48,9/26/2003,207.08,207.08,207.08,207.08,,53.3842292,66.34146341,0.49532694,0.460382143,0.581970852,0.232661629,-0.082053266,0.569721841,205.9,201.6763902,210.1236098,4.102583614,207.552,207.552,0,-33.65853659,206.595,207.52,206.595,207.0575,
49,9/29/2003,206.84,206.84,206.84,206.84,,51.81414749,52.90697674,0.257651404,0.356755358,0.459625135,0.183095894,-0.105295201,0.536749657,205.976,201.7421819,210.2098181,4.110981993,207.436,207.436,0,-47.09302326,206.595,207.52,206.595,207.0575,
50,9/30/2003,206.83,206.83,206.83,206.83,,51.74585731,30.63829787,0.115047913,0.289342086,0.368826529,0.143196228,-0.116155894,0.484074691,206.1585,202.1119791,210.2050209,3.925640564,207.287,207.287,0,-69.36170213,206.595,207.325,206.595,206.96,
51,10/1/2003,206.96,206.96,206.96,206.96,,52.62010022,20.21276596,0.194872152,0.18919049,0.278429311,0.126520009,-0.10626569,0.448667222,206.386,202.7137342,210.0582658,3.55863846,207.137,207.137,0,-79.78723404,206.435,207.08,206.595,206.7575,
52,10/8/2003,206.58,206.58,206.58,206.58,,49.78096699,0,0,0.103306689,0.193946421,0.069644598,-0.130512881,0.4418005,206.6325,203.672082,209.592918,2.865394403,206.988,206.988,0,-100,205.73,207.005,206.595,206.3675,
53,10/9/2003,207.03,207.03,207.03,207.03,,53.01404205,23.93617021,0.277351177,0.157407776,0.149968318,0.078603706,-0.097243018,0.44262045,206.8615,204.6060065,209.1169935,2.180679842,206.933,206.933,0,-76.06382979,205.055,206.995,206.595,206.025,
54,10/10/2003,206.93,206.93,206.93,206.93,,52.20964522,18.61702128,0.208345538,0.161898905,0.140871123,0.071745714,-0.083280808,0.408358405,206.986,205.0229778,208.9490222,1.896768052,206.883,206.883,0,-81.38297872,205.055,206.83,206.595,205.9425,
55,10/13/2003,206.93,206.93,206.93,206.93,,52.20964522,23.48993289,0.257980182,0.247892299,0.189066327,0.065232887,-0.071834908,0.367522564,207.1145,205.5624501,208.6665499,1.498736143,206.835,206.835,0,-76.51006711,205.055,206.83,206.595,205.9425,
56,10/14/2003,207.03,207.03,207.03,207.03,,53.03608852,45,0.49111625,0.319147323,0.242979509,0.070230615,-0.053469744,0.340770308,207.215,205.9933208,208.4366792,1.179141638,206.88,206.88,0,-55,205.055,206.83,206.595,205.9425,
57,10/15/2003,207.06,207.06,207.06,207.06,,53.29701812,56.47058824,0.60978117,0.452959201,0.339999608,0.075285078,-0.038732225,0.309693277,207.2625,206.1471189,208.3778811,1.076298029,206.927,206.927,0,-43.52941176,205.055,206.82,206.595,205.9375,
58,10/16/2003,207.6,207.6,207.6,207.6,,57.83788408,100,1,0.70029914,0.490801888,0.136920631,0.018322662,0.332723949,207.2655,206.1468316,208.3841684,1.079454521,206.979,206.979,0,0,205.455,207.09,206.595,206.2725,
59,10/17/2003,207.54,207.54,207.54,207.54,,57.17272558,94.11764706,0.917442554,0.842407908,0.665222083,0.169485442,0.040709979,0.305451554,207.2425,206.1671047,208.3178953,1.037813456,207.049,207.049,0,-5.882352941,206.41,207.09,206.595,206.75,
60,10/20/2003,208.03,208.03,208.03,208.03,,61.1065809,100,1,0.972480851,0.838395967,0.242259004,0.090786833,0.323906399,207.228,206.2045431,208.2514569,0.987759267,207.169,207.169,0,0,206.41,207.305,206.595,206.8575,
61,10/21/2003,207.81,207.81,207.81,207.81,,58.50806736,84.82758621,0.770563119,0.896001891,0.903630217,0.262145442,0.088538616,0.313515759,207.1955,206.296935,208.094065,0.867359539,207.254,207.254,0,-15.17241379,206.74,207.48,206.595,207.11,
62,10/22/2003,207.58,207.58,207.58,207.58,,55.83486223,68.96551724,0.53453131,0.76836481,0.878949184,0.243865808,0.056207186,0.305164183,207.171,206.3453875,207.9966125,0.797034817,207.354,207.354,0,-31.03448276,207.285,207.48,206.595,207.3825,
63,10/23/2003,207.73,207.73,207.73,207.73,,57.20804017,79.31034483,0.655776653,0.653623694,0.772663465,0.241873325,0.043371762,0.289647765,207.1785,206.3356174,208.0213826,0.81367763,207.424,207.424,0,-20.68965517,207.52,207.48,206.595,207.5,
64,10/24/2003,207.94,207.94,207.94,207.94,,59.12417674,93.79310345,0.824962763,0.671756909,0.697915137,0.257856958,0.047484317,0.281682988,207.204,206.3033469,208.1046531,0.869339488,207.525,207.525,0,-6.206896552,207.52,207.53,206.595,207.525,
65,10/28/2003,207.89,207.89,207.89,207.89,,58.45304647,90.34482759,0.765705025,0.748814814,0.691398472,0.256984977,0.037289869,0.25851469,207.228,206.2822178,208.1737822,0.912793846,207.621,207.621,0,-9.655172414,207.52,207.545,206.595,207.5325,
66,10/29/2003,207.49,207.49,207.49,207.49,,53.24586977,50.90909091,0.116469826,0.569045871,0.663205865,0.205592374,-0.011282188,0.272663221,207.2735,206.3701889,208.1768111,0.871612754,207.667,207.667,0,-49.09090909,207.52,207.76,206.595,207.64,
67,10/30/2003,207.46,207.46,207.46,207.46,,52.86549351,48.18181818,0.0737162,0.31863035,0.545497012,0.161651997,-0.044178052,0.248396899,207.317,206.4673389,208.1666611,0.819673359,207.707,207.707,0,-51.81818182,207.325,207.745,206.595,207.535,
68,10/31/2003,207.65,207.65,207.65,207.65,,55.05538295,65.45454545,0.319855941,0.170013989,0.352563404,0.148393168,-0.045949504,0.242557209,207.3455,206.4913226,208.1996774,0.823916971,207.712,207.712,0,-34.54545455,207.305,207.745,206.595,207.525,
69,11/3/2003,207.8,207.8,207.8,207.8,,56.76326722,77,0.472968375,0.288846839,0.259163726,0.152229209,-0.033690771,0.233301488,207.3935,206.5505225,208.2364775,0.812925633,207.738,207.738,0,-23,207.305,207.7,206.595,207.5025,
70,11/4/2003,208.1,208.1,208.1,208.1,,60.03428579,100,0.869884269,0.554236195,0.337699008,0.184455873,-0.001171285,0.239971339,207.457,206.6021292,208.3118708,0.824142594,207.745,207.745,0,0,207.34,207.78,206.595,207.56,
71,11/5/2003,207.57,207.57,207.57,207.57,,52.48045836,17.1875,0,0.447617548,0.430233527,0.143292682,-0.033867582,0.268974205,207.4875,206.6627364,208.3122636,0.795000761,207.721,207.721,0,-82.8125,207.34,207.78,206.595,207.56,
72,11/6/2003,207.31,207.31,207.31,207.31,,49.20933185,0,0,0.289961423,0.430605055,0.082407199,-0.075802451,0.268076785,207.524,206.8053234,208.2426766,0.69262019,207.694,207.694,0,-100,207.34,207.705,206.595,207.5225,
73,11/7/2003,207.28,207.28,207.28,207.28,,48.8311253,0,0,0,0.245859657,0.034945453,-0.098611358,0.244269106,207.5365,206.8444227,208.2285773,0.666945147,207.649,207.649,0,-100,207.34,207.69,206.595,207.515,
74,11/10/2003,207.04,207.04,207.04,207.04,,45.79857371,0,0,0,0.096653808,-0.025397123,-0.127163147,0.243842196,207.542,206.8677716,208.2162284,0.649727234,207.559,207.559,0,-100,207.34,207.57,206.595,207.455,
75,11/11/2003,207.15,207.15,207.15,207.15,,47.41061328,10.37735849,0.113239125,0.037746375,0.012582125,-0.054266136,-0.124825728,0.230457976,207.553,206.9127469,208.1932531,0.616953814,207.485,207.485,0,-89.62264151,207.34,207.57,206.595,207.455,
76,11/12/2003,207.23,207.23,207.23,207.23,,48.60775229,17.9245283,0.197333197,0.103524107,0.047090161,-0.063996166,-0.107644607,0.215412178,207.563,206.9500693,208.1759307,0.590597231,207.459,207.459,0,-82.0754717,207.34,207.57,206.595,207.455,
77,11/13/2003,206.67,206.67,206.67,206.67,,41.48818449,0,0,0.103524107,0.081598197,-0.13136517,-0.140010889,0.249870961,207.5435,206.8484813,208.2385187,0.66975714,207.38,207.38,0,-100,207.34,207.385,206.435,207.3625,
78,11/14/2003,206.21,206.21,206.21,206.21,,36.72920235,0,0,0.065777732,0.090941982,-0.225808799,-0.187563614,0.270883864,207.474,206.5691597,208.3788403,0.872244539,207.236,207.236,0,-100,207.155,207.155,205.73,207.155,
79,11/17/2003,206.33,206.33,206.33,206.33,,38.70447262,6.349206349,0.084757057,0.028252352,0.065851397,-0.2721943,-0.187159292,0.255795478,207.4135,206.3815257,208.4454743,0.995088865,207.089,207.089,0,-93.65079365,207.155,206.89,205.055,207.0225,
80,11/18/2003,206.45,206.45,206.45,206.45,,40.69824444,12.6984127,0.170307998,0.085021685,0.059683923,-0.284209108,-0.15933928,0.24221593,207.3345,206.2622785,208.4067215,1.034291472,206.924,206.924,0,-87.3015873,207.155,206.76,205.055,206.9575,
81,11/19/2003,206.72,206.72,206.72,206.72,,45.03069961,26.98412698,0.356209721,0.203758258,0.105677432,-0.255498134,-0.104502644,0.244994337,207.28,206.1992225,208.3607775,1.04281889,206.839,206.839,0,-73.01587302,207.155,206.745,205.055,206.95,
82,11/20/2003,206.4,206.4,206.4,206.4,,41.18984731,10.05291005,0.191402231,0.23930665,0.176028864,-0.26489553,-0.091120033,0.252494903,207.221,206.0847623,208.3572377,1.096643343,206.748,206.748,0,-89.94708995,207.155,206.72,205.055,206.9375,
83,11/21/2003,206,206,206,206,,36.94756618,0,0.009369794,0.185660582,0.209575163,-0.30929631,-0.10841665,0.267245413,207.1345,205.9067138,208.3622862,1.185496592,206.62,206.62,0,-100,207.05,206.615,205.055,206.8325,
84,11/24/2003,205.83,205.83,205.83,205.83,,35.2842904,0,0,0.066924008,0.163963747,-0.351245089,-0.120292343,0.257520872,207.029,205.7353555,208.3226445,1.249722951,206.499,206.499,0,-100,206.965,206.53,205.455,206.7475,
85,11/25/2003,207.01,207.01,207.01,207.01,,51.57853195,79.72972973,1,0.336456598,0.196347063,-0.240462884,-0.00760811,0.349768785,206.985,205.753099,208.216901,1.190328739,206.485,206.485,0,-20.27027027,206.965,206.42,206.41,206.6925,
86,11/26/2003,207.13,207.13,207.13,207.13,,52.87790235,89.65517241,1,0.666666667,0.356682424,-0.144602029,0.070602195,0.326791906,206.967,205.7547772,208.1792228,1.171416459,206.475,206.475,0,-10.34482759,206.965,206.48,206.41,206.7225,
87,11/27/2003,206.76,206.76,206.76,206.76,,48.5517202,66.42857143,0.754104947,0.918034982,0.640386082,-0.115868548,0.079468541,0.331112716,206.932,205.7384574,208.1255426,1.153560228,206.484,206.484,0,-33.57142857,206.965,206.48,206.74,206.7225,
88,11/28/2003,205.66,205.66,205.66,205.66,,38.47379276,0,0.181287524,0.645130824,0.743277491,-0.215364696,-0.016022086,0.408001444,206.8325,205.5654424,208.0995576,1.225201663,206.429,206.429,0,-100,206.88,206.395,207.06,206.6375,
89,12/1/2003,205.03,205.03,205.03,205.03,,34.10717744,0,0,0.31179749,0.624987766,-0.34883451,-0.119593519,0.4302013,206.694,205.2828671,208.1051329,1.365431873,206.299,206.299,0,-100,206.565,206.08,206.745,206.3225,
90,12/2/2003,204.96,204.96,204.96,204.96,,33.65018443,0,0,0.060429175,0.339119163,-0.440274517,-0.168826821,0.39418117,206.537,205.0883165,207.9856835,1.402831977,206.15,206.15,0,-100,206.53,206.045,206.71,206.2875,
91,12/3/2003,205.36,205.36,205.36,205.36,,38.70424893,18.43317972,0.262853061,0.087617687,0.153281451,-0.448176879,-0.141383346,0.394763053,206.4265,204.9727149,207.8802851,1.408525611,206.014,206.014,0,-81.56682028,206.53,206.045,206.71,206.2875,
92,12/4/2003,205.18,205.18,205.18,205.18,,37.32636096,10.13824885,0.191191516,0.151348192,0.099798351,-0.462574145,-0.12462449,0.373286747,206.32,204.8291076,207.8108924,1.445223294,205.892,205.892,0,-89.86175115,206.53,206.045,206.71,206.2875,
93,12/5/2003,204.09,204.09,204.09,204.09,,30.29335066,0,0,0.151348192,0.13010469,-0.582217337,-0.195414146,0.444958073,206.1605,204.448408,207.872592,1.660931163,205.701,205.701,0,-100,206.095,205.61,206.095,205.8525,
94,12/8/2003,206.28,206.28,206.28,206.28,,50.48146282,72.03947368,0.893890321,0.361693946,0.221463443,-0.407224548,-0.016337086,0.619462265,206.1225,204.4570766,207.7879234,1.615954949,205.746,205.746,0,-27.96052632,206.095,205.61,206.095,205.8525,
95,12/9/2003,206.4,206.4,206.4,206.4,,51.31351721,75.98684211,0.93073207,0.608207464,0.373749867,-0.262853619,0.102427075,0.569516039,206.085,204.4811733,207.6888267,1.556471042,205.685,205.685,0,-24.01315789,206.095,205.425,206.095,205.76,
96,12/10/2003,206.35,206.35,206.35,206.35,,50.929521,74.34210526,0.913729465,0.912783952,0.627561787,-0.162106961,0.162538986,0.517564435,206.041,204.5190421,207.5629579,1.477335044,205.607,205.607,0,-25.65789474,205.83,205.245,206.095,205.5375,
97,12/11/2003,206.42,206.42,206.42,206.42,,51.47698511,76.64473684,0.937970111,0.927477215,0.81615621,-0.080674532,0.195177132,0.472807991,206.0285,204.5233983,207.5336017,1.461061608,205.573,205.573,0,-23.35526316,205.7,205.255,206.095,205.4775,
98,12/12/2003,202.47,202.47,202.47,202.47,,30.67788593,0,0.017026473,0.622908683,0.821056617,-0.461272494,-0.148336664,0.820527192,205.8415,203.6847777,207.9982223,2.095517456,205.254,205.254,0,-100,204.875,204.445,205.285,204.66,
99,12/15/2003,201.94,201.94,201.94,201.94,,28.98558737,0,0,0.318332195,0.622906031,-0.771901394,-0.367172451,0.791474473,205.622,202.8915524,208.3524476,2.655793235,204.945,204.945,0,-100,204.585,204.18,205.02,204.3825,
100,12/16/2003,201.88,201.88,201.88,201.88,,28.79195286,0,0,0.005675491,0.31563879,-0.974264549,-0.455628485,0.718327026,205.3935,202.2455021,208.5414979,3.065333553,204.637,204.637,0,-100,204.555,204.15,204.99,204.3525,
101,12/17/2003,201.5,201.5,201.5,201.5,,27.53725733,0,0,0,0.108002562,-1.132336248,-0.490960147,0.684494323,205.1325,201.622891,208.642109,3.421797085,204.251,204.251,0,-100,204.365,203.96,204.8,204.1625,
102,12/18/2003,201.56,201.56,201.56,201.56,,28.07025838,1.219512195,0.02226429,0.00742143,0.00436564,-1.206994799,-0.452494959,0.622044891,204.8905,201.1070705,208.6739295,3.693123428,203.889,203.889,0,-98.7804878,204.315,203.96,204.8,204.1375,
103,12/19/2003,201.54,201.54,201.54,201.54,,27.99633567,0.81300813,0.019176423,0.013813571,0.007078334,-1.231030469,-0.381224503,0.561840402,204.6675,200.6532261,208.6817739,3.92272726,203.634,203.634,0,-99.18699187,204.315,203.96,204.8,204.1375,
104,12/22/2003,201.51,201.51,201.51,201.51,,27.87774104,0.203252033,0.014222539,0.018554417,0.013263139,-1.220585242,-0.29662342,0.508656362,204.4515,200.250137,208.652863,4.109887179,203.157,203.157,0,-99.79674797,204.315,203.96,204.8,204.1375,
105,12/23/2003,201.29,201.29,201.29,201.29,,26.97530524,0,0,0.011132987,0.014500325,-1.207670387,-0.226966853,0.479790725,204.1655,199.9211981,208.4098019,4.157707296,202.646,202.646,0,-100,204.21,203.855,204.695,204.0325,
106,12/24/2003,201.22,201.22,201.22,201.22,,26.67937157,0,0,0.004740846,0.011476083,-1.176700355,-0.156797456,0.438811653,203.87,199.6697191,208.0702809,4.120548333,202.133,202.133,0,-100,204.175,201.845,204.66,203.01,
107,12/25/2003,201.52,201.52,201.52,201.52,,30.2129191,5.769230769,0.142495467,0.047498489,0.021124107,-1.092901311,-0.05839873,0.424930488,203.608,199.5089923,207.7070077,4.026371935,201.643,201.643,0,-94.23076923,204.175,201.58,204.66,202.8775,
108,12/26/2003,201.65,201.65,201.65,201.65,,31.74791584,8.269230769,0.204396454,0.11563064,0.055956659,-0.993536508,0.032772859,0.395437439,203.4075,199.3374048,207.4775952,4.001912621,201.561,201.561,0,-91.73076923,204.175,201.55,204.66,202.8625,
109,12/27/2003,202.23,202.23,202.23,202.23,,38.27151635,19.42307692,0.467470176,0.271454033,0.144861054,-0.835863644,0.152356578,0.413893695,203.2675,199.2378505,207.2971495,3.96487337,201.59,201.59,0,-80.57692308,204.175,201.725,204.66,202.95,
110,12/30/2003,201.23,201.23,201.23,201.23,,32.50314157,0.192307692,0.234852035,0.302239555,0.229774743,-0.817327746,0.13671398,0.472504325,203.081,199.0367057,207.1252943,3.982937106,201.525,201.525,0,-99.80769231,204.175,201.725,204.66,202.95,
111,12/31/2003,201.57,201.57,201.57,201.57,,36.03330886,28,0.80692033,0.503080847,0.358924811,-0.746554095,0.165990105,0.459253893,202.8915,198.9379534,206.8450466,3.897202826,201.532,201.532,0,-72,204.175,201.725,204.66,202.95,
112,1/1/2004,201.88,201.88,201.88,201.88,,39.15783283,65.34653465,1,0.680590788,0.49530373,-0.644746285,0.214238333,0.444328504,202.7265,198.8952064,206.5577936,3.779765986,201.564,201.564,0,-34.65346535,203.99,201.725,204.66,202.8575,
113,1/2/2004,201.52,201.52,201.52,201.52,,36.9034756,29.7029703,0.819340127,0.875420152,0.686363929,-0.598440977,0.208434913,0.435895653,202.598,198.7859056,206.4100944,3.763210335,201.562,201.562,0,-70.2970297,203.82,201.725,204.66,202.7725,
114,1/5/2004,201.51,201.51,201.51,201.51,,36.84002931,28.71287129,0.814255662,0.877865263,0.811292068,-0.552762221,0.203290935,0.393306088,202.3595,198.9200438,205.7989562,3.399352348,201.562,201.562,0,-71.28712871,203.82,201.725,204.66,202.7725,
115,1/6/2004,201.82,201.82,201.82,201.82,,40.26841284,59.40594059,1,0.877865263,0.877050226,-0.473088952,0.226371363,0.384975479,202.1305,199.2299519,205.0310481,2.869975636,201.615,201.615,0,-40.59405941,203.82,201.73,204.66,202.775,
116,1/7/2004,201.51,201.51,201.51,201.51,,38.04446961,28.71287129,0.836342889,0.883532851,0.879754459,-0.440769434,0.206952704,0.377477931,201.8885,199.7216841,204.0553159,2.146547096,201.644,201.644,0,-71.28712871,203.82,201.73,204.66,202.775,
